0.0000000000000000e+00		1.2786317965788181e+00
1.0000000000000000e-02		1.2786663000693950e+00
2.0000000000000000e-02		1.2786024395547353e+00
2.9999999999999999e-02		1.2784402043928953e+00
4.0000000000000001e-02		1.2781795947965970e+00
5.0000000000000003e-02		1.2778206217762287e+00
5.9999999999999998e-02		1.2773633070694994e+00
7.0000000000000007e-02		1.2768076830597570e+00
8.0000000000000002e-02		1.2761537926853310e+00
8.9999999999999997e-02		1.2754016893420814e+00
1.0000000000000001e-01		1.2745514367813988e+00
1.1000000000000000e-01		1.2736031090057611e+00
1.2000000000000000e-01		1.2725567901637411e+00
1.3000000000000000e-01		1.2714125744462914e+00
1.4000000000000001e-01		1.2701705659857332e+00
1.4999999999999999e-01		1.2688308787587921e+00
1.6000000000000000e-01		1.2673936364946192e+00
1.7000000000000001e-01		1.2658589725885256e+00
1.7999999999999999e-01		1.2642270300218819e+00
1.9000000000000000e-01		1.2624979612883434e+00
2.0000000000000001e-01		1.2606719283263776e+00
2.0999999999999999e-01		1.2587491024578337e+00
2.2000000000000000e-01		1.2567296643321286e+00
2.3000000000000001e-01		1.2546138038755041e+00
2.3999999999999999e-01		1.2524017202447235e+00
2.5000000000000000e-01		1.2500936217845711e+00
2.6000000000000001e-01		1.2476897259884145e+00
2.7000000000000002e-01		1.2451902594612996e+00
2.8000000000000003e-01		1.2425954578849658e+00
2.8999999999999998e-01		1.2399055659844109e+00
2.9999999999999999e-01		1.2371208374956699e+00
3.1000000000000000e-01		1.2342415351346763e+00
3.2000000000000001e-01		1.2312679305672816e+00
3.3000000000000002e-01		1.2282003043805167e+00
3.4000000000000002e-01		1.2250389460554800e+00
3.5000000000000003e-01		1.2217841539423253e+00
3.5999999999999999e-01		1.2184362352378146e+00
3.7000000000000000e-01		1.2149955059661761e+00
3.8000000000000000e-01		1.2114622909638397e+00
3.9000000000000001e-01		1.2078369238687654e+00
4.0000000000000002e-01		1.2041197471148808e+00
4.1000000000000003e-01		1.2003111119322665e+00
4.1999999999999998e-01		1.1964113783532908e+00
4.2999999999999999e-01		1.1924209152250600e+00
4.4000000000000000e-01		1.1883401002280405e+00
4.5000000000000001e-01		1.1841693199006804e+00
4.6000000000000002e-01		1.1799089696695242e+00
4.7000000000000003e-01		1.1755594538840382e+00
4.7999999999999998e-01		1.1711211858552100e+00
4.8999999999999999e-01		1.1665945878965380e+00
5.0000000000000000e-01		1.1619800913661014e+00
5.1000000000000001e-01		1.1572781367078082e+00
5.2000000000000002e-01		1.1524891734902067e+00
5.3000000000000003e-01		1.1476136604407277e+00
5.4000000000000004e-01		1.1426520654734751e+00
5.5000000000000004e-01		1.1376048657084488e+00
5.6000000000000005e-01		1.1324725474803412e+00
5.7000000000000006e-01		1.1272556063350128e+00
5.7999999999999996e-01		1.1219545470120278e+00
5.8999999999999997e-01		1.1165698834118187e+00
5.9999999999999998e-01		1.1111021385463340e+00
6.0999999999999999e-01		1.1055518444724302e+00
6.2000000000000000e-01		1.0999195422074777e+00
6.3000000000000000e-01		1.0942057816272333e+00
6.4000000000000001e-01		1.0884111213462606e+00
6.5000000000000002e-01		1.0825361285816861e+00
6.6000000000000003e-01		1.0765813790014740e+00
6.7000000000000004e-01		1.0705474565586945e+00
6.8000000000000005e-01		1.0644349533137110e+00
6.9000000000000006e-01		1.0582444692463970e+00
7.0000000000000007e-01		1.0519766120608540e+00
7.0999999999999996e-01		1.0456319969851426e+00
7.1999999999999997e-01		1.0392112465688383e+00
7.2999999999999998e-01		1.0327149904810269e+00
7.3999999999999999e-01		1.0261438653116344e+00
7.5000000000000000e-01		1.0194985143785729e+00
7.6000000000000001e-01		1.0127795875432553e+00
7.7000000000000002e-01		1.0059877410366842e+00
7.8000000000000003e-01		9.9912363729806086e-01
7.9000000000000004e-01		9.9218794482752282e-01
8.0000000000000004e-01		9.8518133805422314e-01
8.1000000000000005e-01		9.7810449722060167e-01
8.2000000000000006e-01		9.7095810828317686e-01
8.3000000000000007e-01		9.6374286282989230e-01
8.3999999999999997e-01		9.5645945801348320e-01
8.4999999999999998e-01		9.4910859650001167e-01
8.5999999999999999e-01		9.4169098643129456e-01
8.7000000000000000e-01		9.3420734139962391e-01
8.8000000000000000e-01		9.2665838043288984e-01
8.9000000000000001e-01		9.1904482798793896e-01
9.0000000000000002e-01		9.1136741394984644e-01
9.1000000000000003e-01		9.0362687363469041e-01
9.2000000000000004e-01		8.9582394779330210e-01
9.3000000000000005e-01		8.8795938261354890e-01
9.4000000000000006e-01		8.8003392971868499e-01
9.5000000000000007e-01		8.7204834615965754e-01
