0.0000000000000000e+00		2.7750350057279888e-01
1.0000000000000000e-02		2.7748652766871845e-01
2.0000000000000000e-02		2.7746955791430944e-01
2.9999999999999999e-02		2.7745259163943686e-01
4.0000000000000001e-02		2.7743562913276343e-01
5.0000000000000003e-02		2.7741867063665027e-01
5.9999999999999998e-02		2.7740171634300459e-01
7.0000000000000007e-02		2.7738476639015819e-01
8.0000000000000002e-02		2.7736782086082867e-01
8.9999999999999997e-02		2.7735087978118361e-01
1.0000000000000001e-01		2.7733394312101961e-01
1.1000000000000000e-01		2.7731701079502624e-01
1.2000000000000000e-01		2.7730008266509426e-01
1.3000000000000000e-01		2.7728315854359536e-01
1.4000000000000001e-01		2.7726623819755369e-01
1.4999999999999999e-01		2.7724932135359193e-01
1.6000000000000000e-01		2.7723240770353980e-01
1.7000000000000001e-01		2.7721549691057690e-01
1.7999999999999999e-01		2.7719858861576718e-01
1.9000000000000000e-01		2.7718168244483454e-01
2.0000000000000001e-01		2.7716477801505279e-01
2.0999999999999999e-01		2.7714787494209409e-01
2.2000000000000000e-01		2.7713097284670346e-01
2.3000000000000001e-01		2.7711407136107874e-01
2.3999999999999999e-01		2.7709717013482921e-01
2.5000000000000000e-01		2.7708026884041936e-01
2.6000000000000001e-01		2.7706336717800500e-01
2.7000000000000002e-01		2.7704646487959311e-01
2.8000000000000003e-01		2.7702956171247295e-01
2.8999999999999998e-01		2.7701265748187875e-01
2.9999999999999999e-01		2.7699575203287230e-01
3.1000000000000000e-01		2.7697884525143524e-01
3.2000000000000001e-01		2.7696193706480149e-01
3.3000000000000002e-01		2.7694502744104438e-01
3.4000000000000002e-01		2.7692811638797354e-01
3.5000000000000003e-01		2.7691120395139990e-01
3.5999999999999999e-01		2.7689429021282386e-01
3.7000000000000000e-01		2.7687737528663636e-01
3.8000000000000000e-01		2.7686045931689468e-01
3.9000000000000001e-01		2.7684354247377679e-01
4.0000000000000002e-01		2.7682662494978832e-01
4.1000000000000003e-01		2.7680970695580071e-01
